Predatory.behavior,carnivore_BM.kg,herbivore_BM.kg,Dietary.Guild,Substrate.Cat,scientificNameCarni,scientificNamePrey,RelationshipProbability
pounce/pursuit,35,46.62301909,grazer,terrestrial,Hyaena hyaena,Redunca sp.,0.054
pounce/pursuit,35,538.231286,grazer,terrestrial,Hyaena hyaena,Metridiochoerus hopwoodi,0.088
pounce/pursuit,35,54.88472739,grazer,terrestrial,Hyaena hyaena,Theropithecus oswaldi,0.05
pounce/pursuit,35,56.21818506,grazer,terrestrial,Hyaena hyaena,Kobus leche,0.05
pounce/pursuit,35,567.031,grazer,terrestrial,Hyaena hyaena,Notochoerus euilus/scotti,0.088
pounce/pursuit,35,57.88258579,grazer,terrestrial,Hyaena hyaena,Kobus kob,0.05
pounce/pursuit,35,59.62460828,mixed feeder,terrestrial,Hyaena hyaena,Aepyceros melampus,0.036
pounce/pursuit,35,6.896869945,browser,arboreal,Hyaena hyaena,Colobus freedmani,0
pounce/pursuit,35,600.9485317,grazer,terrestrial,Hyaena hyaena,Metridiochoerus andrewsi,0.088
pounce/pursuit,35,695.3814794,mixed feeder,terrestrial,Hyaena hyaena,Sivatherium maurusium,0.07
pounce/pursuit,35,705.7447,grazer,semi.aquatic,Hyaena hyaena,aff.Hippopotamus karumensis,0.166
pounce/pursuit,35,7178.612708,mixed feeder,terrestrial,Hyaena hyaena,Loxodonta adaurora,0.026
pounce/pursuit,35,742.9456,mixed feeder,terrestrial,Hyaena hyaena,Ceratotherium mauritanicum/simum,0.07
pounce/pursuit,35,86.71985908,grazer,terrestrial,Hyaena hyaena,Kobus sigmoidalis,0.054
pounce/pursuit,35,89.7214,grazer,terrestrial,Hyaena hyaena,Damaliscus eppsi,0.054
pounce/pursuit,35,92.67248,grazer,terrestrial,Hyaena hyaena,Beatragus antiquus,0.054
pounce/pursuit,35,925.279333,browser,terrestrial,Hyaena hyaena,Diceros bicornis,0.126
pounce/pursuit,35,9320.381943,grazer,terrestrial,Hyaena hyaena,Elephas recki,0.046
pounce/pursuit,35,96.38324658,grazer,terrestrial,Hyaena hyaena,Menelikia lyrocera,0.054
pounce/pursuit,35,970.8538527,grazer,semi.aquatic,Hyaena hyaena,Hippopotamus gorgops,0.156
pounce/pursuit,387,10.39786,browser,semi.arboreal,Homotherium sp.,Lophocebus sp.,0.15
pounce/pursuit,387,102.5288,grazer,terrestrial,Homotherium sp.,Kobus ancystrocera,0.36
pounce/pursuit,387,109.9097124,grazer,terrestrial,Homotherium sp.,Kobus ellipsiprymnus,0.36
pounce/pursuit,387,128.268,grazer,terrestrial,Homotherium sp.,Oryx sp.,0.378
pounce/pursuit,387,132.1330377,browser,terrestrial,Homotherium sp.,Giraffa pygmaea,0.072
pounce/pursuit,387,133.2710467,grazer,terrestrial,Homotherium sp.,Connochaetes gentryi,0.378
pounce/pursuit,387,159.0201973,browser,terrestrial,Homotherium sp.,Tragelaphus strepsiceros,0.09
pounce/pursuit,387,167.0892479,mixed feeder,terrestrial,Homotherium sp.,Tragelaphus nakuae,0.278
pounce/pursuit,387,18.47564,browser,semi.arboreal,Homotherium sp.,Paracolobus mutiwa,0.142
pounce/pursuit,387,186.1955961,grazer,terrestrial,Homotherium sp.,Hippotragus gigas,0.412
pounce/pursuit,387,21.65387575,browser,semi.arboreal,Homotherium sp.,Cercopithecoides kimeui,0.124
pounce/pursuit,387,223.9939,browser,terrestrial,Homotherium sp.,Giraffa stillei-gracilis,0.08
pounce/pursuit,387,224.3292,grazer,terrestrial,Homotherium sp.,Eurygnathohippus ethiopicum,0.414
pounce/pursuit,387,23.6110847,browser,semi.arboreal,Homotherium sp.,Rhinocolobus turkanaensis,0.176
pounce/pursuit,387,231.2908944,grazer,terrestrial,Homotherium sp.,Megalotragus isaaci,0.414
pounce/pursuit,387,260.2536646,grazer,terrestrial,Homotherium sp.,Eurygnathohippus cornelianus,0.412
pounce/pursuit,387,275.3058287,grazer,terrestrial,Homotherium sp.,Metridiochoerus modestus,0.398
pounce/pursuit,387,275.7732912,grazer,terrestrial,Homotherium sp.,Pelorovis turkanensis,0.398
pounce/pursuit,387,30.71047932,browser,semi.arboreal,Homotherium sp.,Cercopithecoides williamsi,0.242
pounce/pursuit,387,307.4342098,grazer,terrestrial,Homotherium sp.,Eurygnathohippus hasumense,0.384
pounce/pursuit,387,321.7111712,grazer,terrestrial,Homotherium sp.,Kolpochoerus limnetes,0.388
pounce/pursuit,387,342.4805,grazer,semi.aquatic,Homotherium sp.,aff.Hippopotamus aethiopicus,0.55
pounce/pursuit,387,3455.726179,browser,terrestrial,Homotherium sp.,Deinotherium bozasi,0.3
pounce/pursuit,387,346.148887,browser,terrestrial,Homotherium sp.,Giraffa jumae,0.11
pounce/pursuit,387,355.0173762,grazer,terrestrial,Homotherium sp.,Pelorovis oldowayensis,0.43
pounce/pursuit,387,36.86083147,mixed feeder,terrestrial,Homotherium sp.,Antidorcas recki,0.212
pounce/pursuit,387,378.8974598,grazer,terrestrial,Homotherium sp.,Equus koobiforensis,0.43
pounce/pursuit,387,39.22960369,mixed feeder,terrestrial,Homotherium sp.,Gazella janenschi,0.204
pounce/pursuit,387,39.87369,mixed feeder,terrestrial,Homotherium sp.,Gazella praethomsoni,0.208
pounce/pursuit,387,41.54340301,mixed feeder,terrestrial,Homotherium sp.,Theropithecus brumpti,0.21
pounce/pursuit,387,46.62301909,grazer,terrestrial,Homotherium sp.,Redunca sp.,0.316
pounce/pursuit,387,538.231286,grazer,terrestrial,Homotherium sp.,Metridiochoerus hopwoodi,0.448
pounce/pursuit,387,54.88472739,grazer,terrestrial,Homotherium sp.,Theropithecus oswaldi,0.27
pounce/pursuit,387,56.21818506,grazer,terrestrial,Homotherium sp.,Kobus leche,0.266
pounce/pursuit,387,567.031,grazer,terrestrial,Homotherium sp.,Notochoerus euilus/scotti,0.45
pounce/pursuit,387,57.88258579,grazer,terrestrial,Homotherium sp.,Kobus kob,0.264
pounce/pursuit,387,59.62460828,mixed feeder,terrestrial,Homotherium sp.,Aepyceros melampus,0.122
pounce/pursuit,387,6.896869945,browser,arboreal,Homotherium sp.,Colobus freedmani,0.008
pounce/pursuit,387,600.9485317,grazer,terrestrial,Homotherium sp.,Metridiochoerus andrewsi,0.45
pounce/pursuit,387,695.3814794,mixed feeder,terrestrial,Homotherium sp.,Sivatherium maurusium,0.346
pounce/pursuit,387,705.7447,grazer,semi.aquatic,Homotherium sp.,aff.Hippopotamus karumensis,0.574
pounce/pursuit,387,7178.612708,mixed feeder,terrestrial,Homotherium sp.,Loxodonta adaurora,0.394
pounce/pursuit,387,742.9456,mixed feeder,terrestrial,Homotherium sp.,Ceratotherium mauritanicum/simum,0.35
pounce/pursuit,387,86.71985908,grazer,terrestrial,Homotherium sp.,Kobus sigmoidalis,0.362
pounce/pursuit,387,89.7214,grazer,terrestrial,Homotherium sp.,Damaliscus eppsi,0.36
pounce/pursuit,387,92.67248,grazer,terrestrial,Homotherium sp.,Beatragus antiquus,0.36
pounce/pursuit,387,925.279333,browser,terrestrial,Homotherium sp.,Diceros bicornis,0.306
pounce/pursuit,387,9320.381943,grazer,terrestrial,Homotherium sp.,Elephas recki,0.51
pounce/pursuit,387,96.38324658,grazer,terrestrial,Homotherium sp.,Menelikia lyrocera,0.36
pounce/pursuit,387,970.8538527,grazer,semi.aquatic,Homotherium sp.,Hippopotamus gorgops,0.622
pursuit,51,10.39786,browser,semi.arboreal,Acinonyx sp.,Lophocebus sp.,0.016
pursuit,51,102.5288,grazer,terrestrial,Acinonyx sp.,Kobus ancystrocera,0.19
pursuit,51,109.9097124,grazer,terrestrial,Acinonyx sp.,Kobus ellipsiprymnus,0.19
pursuit,51,128.268,grazer,terrestrial,Acinonyx sp.,Oryx sp.,0.194
pursuit,51,132.1330377,browser,terrestrial,Acinonyx sp.,Giraffa pygmaea,0.022
pursuit,51,133.2710467,grazer,terrestrial,Acinonyx sp.,Connochaetes gentryi,0.194
pursuit,51,159.0201973,browser,terrestrial,Acinonyx sp.,Tragelaphus strepsiceros,0.026
pursuit,51,167.0892479,mixed feeder,terrestrial,Acinonyx sp.,Tragelaphus nakuae,0.116
pursuit,51,18.47564,browser,semi.arboreal,Acinonyx sp.,Paracolobus mutiwa,0.008
pursuit,51,186.1955961,grazer,terrestrial,Acinonyx sp.,Hippotragus gigas,0.214
pursuit,51,21.65387575,browser,semi.arboreal,Acinonyx sp.,Cercopithecoides kimeui,0.008
pursuit,51,223.9939,browser,terrestrial,Acinonyx sp.,Giraffa stillei-gracilis,0.02
pursuit,51,224.3292,grazer,terrestrial,Acinonyx sp.,Eurygnathohippus ethiopicum,0.25
pursuit,51,23.6110847,browser,semi.arboreal,Acinonyx sp.,Rhinocolobus turkanaensis,0.082
pursuit,51,231.2908944,grazer,terrestrial,Acinonyx sp.,Megalotragus isaaci,0.25
pursuit,51,260.2536646,grazer,terrestrial,Acinonyx sp.,Eurygnathohippus cornelianus,0.238
pursuit,51,275.3058287,grazer,terrestrial,Acinonyx sp.,Metridiochoerus modestus,0.198
pursuit,51,275.7732912,grazer,terrestrial,Acinonyx sp.,Pelorovis turkanensis,0.198
pursuit,51,30.71047932,browser,semi.arboreal,Acinonyx sp.,Cercopithecoides williamsi,0.13
pursuit,51,307.4342098,grazer,terrestrial,Acinonyx sp.,Eurygnathohippus hasumense,0.198
pursuit,51,321.7111712,grazer,terrestrial,Acinonyx sp.,Kolpochoerus limnetes,0.198
pursuit,51,342.4805,grazer,semi.aquatic,Acinonyx sp.,aff.Hippopotamus aethiopicus,0.352
pursuit,51,3455.726179,browser,terrestrial,Acinonyx sp.,Deinotherium bozasi,0.182
pursuit,51,346.148887,browser,terrestrial,Acinonyx sp.,Giraffa jumae,0.026
pursuit,51,355.0173762,grazer,terrestrial,Acinonyx sp.,Pelorovis oldowayensis,0.242
pursuit,51,36.86083147,mixed feeder,terrestrial,Acinonyx sp.,Antidorcas recki,0.08
pursuit,51,378.8974598,grazer,terrestrial,Acinonyx sp.,Equus koobiforensis,0.242
pursuit,51,39.22960369,mixed feeder,terrestrial,Acinonyx sp.,Gazella janenschi,0.08
pursuit,51,39.87369,mixed feeder,terrestrial,Acinonyx sp.,Gazella praethomsoni,0.08
pursuit,51,41.54340301,mixed feeder,terrestrial,Acinonyx sp.,Theropithecus brumpti,0.086
pursuit,51,46.62301909,grazer,terrestrial,Acinonyx sp.,Redunca sp.,0.18
pursuit,51,538.231286,grazer,terrestrial,Acinonyx sp.,Metridiochoerus hopwoodi,0.246
pursuit,51,54.88472739,grazer,terrestrial,Acinonyx sp.,Theropithecus oswaldi,0.166
pursuit,51,56.21818506,grazer,terrestrial,Acinonyx sp.,Kobus leche,0.164
pursuit,51,567.031,grazer,terrestrial,Acinonyx sp.,Notochoerus euilus/scotti,0.246
pursuit,51,57.88258579,grazer,terrestrial,Acinonyx sp.,Kobus kob,0.162
pursuit,51,59.62460828,mixed feeder,terrestrial,Acinonyx sp.,Aepyceros melampus,0.04
pursuit,51,6.896869945,browser,arboreal,Acinonyx sp.,Colobus freedmani,0
pursuit,51,600.9485317,grazer,terrestrial,Acinonyx sp.,Metridiochoerus andrewsi,0.248
pursuit,51,695.3814794,mixed feeder,terrestrial,Acinonyx sp.,Sivatherium maurusium,0.15
pursuit,51,705.7447,grazer,semi.aquatic,Acinonyx sp.,aff.Hippopotamus karumensis,0.356
pursuit,51,7178.612708,mixed feeder,terrestrial,Acinonyx sp.,Loxodonta adaurora,0.07
pursuit,51,742.9456,mixed feeder,terrestrial,Acinonyx sp.,Ceratotherium mauritanicum/simum,0.15
pursuit,51,86.71985908,grazer,terrestrial,Acinonyx sp.,Kobus sigmoidalis,0.202
pursuit,51,89.7214,grazer,terrestrial,Acinonyx sp.,Damaliscus eppsi,0.198
pursuit,51,92.67248,grazer,terrestrial,Acinonyx sp.,Beatragus antiquus,0.198
pursuit,51,925.279333,browser,terrestrial,Acinonyx sp.,Diceros bicornis,0.218
pursuit,51,9320.381943,grazer,terrestrial,Acinonyx sp.,Elephas recki,0.106
pursuit,51,96.38324658,grazer,terrestrial,Acinonyx sp.,Menelikia lyrocera,0.198
pursuit,51,970.8538527,grazer,semi.aquatic,Acinonyx sp.,Hippopotamus gorgops,0.334
pursuit,84,10.39786,browser,semi.arboreal,Crocuta dietrichi,Lophocebus sp.,0.192
pursuit,84,102.5288,grazer,terrestrial,Crocuta dietrichi,Kobus ancystrocera,0.35
pursuit,84,109.9097124,grazer,terrestrial,Crocuta dietrichi,Kobus ellipsiprymnus,0.35
pursuit,84,128.268,grazer,terrestrial,Crocuta dietrichi,Oryx sp.,0.36
pursuit,84,132.1330377,browser,terrestrial,Crocuta dietrichi,Giraffa pygmaea,0.108
pursuit,84,133.2710467,grazer,terrestrial,Crocuta dietrichi,Connochaetes gentryi,0.36
pursuit,84,159.0201973,browser,terrestrial,Crocuta dietrichi,Tragelaphus strepsiceros,0.112
pursuit,84,167.0892479,mixed feeder,terrestrial,Crocuta dietrichi,Tragelaphus nakuae,0.308
pursuit,84,18.47564,browser,semi.arboreal,Crocuta dietrichi,Paracolobus mutiwa,0.154
pursuit,84,186.1955961,grazer,terrestrial,Crocuta dietrichi,Hippotragus gigas,0.392
pursuit,84,21.65387575,browser,semi.arboreal,Crocuta dietrichi,Cercopithecoides kimeui,0.128
pursuit,84,223.9939,browser,terrestrial,Crocuta dietrichi,Giraffa stillei-gracilis,0.126
pursuit,84,224.3292,grazer,terrestrial,Crocuta dietrichi,Eurygnathohippus ethiopicum,0.434
pursuit,84,23.6110847,browser,semi.arboreal,Crocuta dietrichi,Rhinocolobus turkanaensis,0.178
pursuit,84,231.2908944,grazer,terrestrial,Crocuta dietrichi,Megalotragus isaaci,0.436
pursuit,84,260.2536646,grazer,terrestrial,Crocuta dietrichi,Eurygnathohippus cornelianus,0.428
pursuit,84,275.3058287,grazer,terrestrial,Crocuta dietrichi,Metridiochoerus modestus,0.372
pursuit,84,275.7732912,grazer,terrestrial,Crocuta dietrichi,Pelorovis turkanensis,0.372
pursuit,84,30.71047932,browser,semi.arboreal,Crocuta dietrichi,Cercopithecoides williamsi,0.23
pursuit,84,307.4342098,grazer,terrestrial,Crocuta dietrichi,Eurygnathohippus hasumense,0.368
pursuit,84,321.7111712,grazer,terrestrial,Crocuta dietrichi,Kolpochoerus limnetes,0.368
pursuit,84,342.4805,grazer,semi.aquatic,Crocuta dietrichi,aff.Hippopotamus aethiopicus,0.586
pursuit,84,3455.726179,browser,terrestrial,Crocuta dietrichi,Deinotherium bozasi,0.4
pursuit,84,346.148887,browser,terrestrial,Crocuta dietrichi,Giraffa jumae,0.154
pursuit,84,355.0173762,grazer,terrestrial,Crocuta dietrichi,Pelorovis oldowayensis,0.438
pursuit,84,36.86083147,mixed feeder,terrestrial,Crocuta dietrichi,Antidorcas recki,0.25
pursuit,84,378.8974598,grazer,terrestrial,Crocuta dietrichi,Equus koobiforensis,0.438
pursuit,84,39.22960369,mixed feeder,terrestrial,Crocuta dietrichi,Gazella janenschi,0.25
pursuit,84,39.87369,mixed feeder,terrestrial,Crocuta dietrichi,Gazella praethomsoni,0.252
pursuit,84,41.54340301,mixed feeder,terrestrial,Crocuta dietrichi,Theropithecus brumpti,0.252
pursuit,84,46.62301909,grazer,terrestrial,Crocuta dietrichi,Redunca sp.,0.356
pursuit,84,538.231286,grazer,terrestrial,Crocuta dietrichi,Metridiochoerus hopwoodi,0.464
pursuit,84,54.88472739,grazer,terrestrial,Crocuta dietrichi,Theropithecus oswaldi,0.282
pursuit,84,56.21818506,grazer,terrestrial,Crocuta dietrichi,Kobus leche,0.278
pursuit,84,567.031,grazer,terrestrial,Crocuta dietrichi,Notochoerus euilus/scotti,0.464
pursuit,84,57.88258579,grazer,terrestrial,Crocuta dietrichi,Kobus kob,0.276
pursuit,84,59.62460828,mixed feeder,terrestrial,Crocuta dietrichi,Aepyceros melampus,0.138
pursuit,84,6.896869945,browser,arboreal,Crocuta dietrichi,Colobus freedmani,0
pursuit,84,600.9485317,grazer,terrestrial,Crocuta dietrichi,Metridiochoerus andrewsi,0.464
pursuit,84,695.3814794,mixed feeder,terrestrial,Crocuta dietrichi,Sivatherium maurusium,0.404
pursuit,84,705.7447,grazer,semi.aquatic,Crocuta dietrichi,aff.Hippopotamus karumensis,0.616
pursuit,84,7178.612708,mixed feeder,terrestrial,Crocuta dietrichi,Loxodonta adaurora,0.474
pursuit,84,742.9456,mixed feeder,terrestrial,Crocuta dietrichi,Ceratotherium mauritanicum/simum,0.406
pursuit,84,86.71985908,grazer,terrestrial,Crocuta dietrichi,Kobus sigmoidalis,0.358
pursuit,84,89.7214,grazer,terrestrial,Crocuta dietrichi,Damaliscus eppsi,0.348
pursuit,84,92.67248,grazer,terrestrial,Crocuta dietrichi,Beatragus antiquus,0.348
pursuit,84,925.279333,browser,terrestrial,Crocuta dietrichi,Diceros bicornis,0.402
pursuit,84,9320.381943,grazer,terrestrial,Crocuta dietrichi,Elephas recki,0.54
pursuit,84,96.38324658,grazer,terrestrial,Crocuta dietrichi,Menelikia lyrocera,0.348
pursuit,84,970.8538527,grazer,semi.aquatic,Crocuta dietrichi,Hippopotamus gorgops,0.68
pursuit,98,10.39786,browser,semi.arboreal,Crocuta ultra,Lophocebus sp.,0.192
pursuit,98,102.5288,grazer,terrestrial,Crocuta ultra,Kobus ancystrocera,0.35
pursuit,98,109.9097124,grazer,terrestrial,Crocuta ultra,Kobus ellipsiprymnus,0.35
pursuit,98,128.268,grazer,terrestrial,Crocuta ultra,Oryx sp.,0.36
pursuit,98,132.1330377,browser,terrestrial,Crocuta ultra,Giraffa pygmaea,0.108
pursuit,98,133.2710467,grazer,terrestrial,Crocuta ultra,Connochaetes gentryi,0.36
pursuit,98,159.0201973,browser,terrestrial,Crocuta ultra,Tragelaphus strepsiceros,0.112
pursuit,98,167.0892479,mixed feeder,terrestrial,Crocuta ultra,Tragelaphus nakuae,0.308
pursuit,98,18.47564,browser,semi.arboreal,Crocuta ultra,Paracolobus mutiwa,0.154
pursuit,98,186.1955961,grazer,terrestrial,Crocuta ultra,Hippotragus gigas,0.392
pursuit,98,21.65387575,browser,semi.arboreal,Crocuta ultra,Cercopithecoides kimeui,0.128
pursuit,98,223.9939,browser,terrestrial,Crocuta ultra,Giraffa stillei-gracilis,0.126
pursuit,98,224.3292,grazer,terrestrial,Crocuta ultra,Eurygnathohippus ethiopicum,0.434
pursuit,98,23.6110847,browser,semi.arboreal,Crocuta ultra,Rhinocolobus turkanaensis,0.178
pursuit,98,231.2908944,grazer,terrestrial,Crocuta ultra,Megalotragus isaaci,0.436
pursuit,98,260.2536646,grazer,terrestrial,Crocuta ultra,Eurygnathohippus cornelianus,0.428
pursuit,98,275.3058287,grazer,terrestrial,Crocuta ultra,Metridiochoerus modestus,0.372
pursuit,98,275.7732912,grazer,terrestrial,Crocuta ultra,Pelorovis turkanensis,0.372
pursuit,98,30.71047932,browser,semi.arboreal,Crocuta ultra,Cercopithecoides williamsi,0.23
pursuit,98,307.4342098,grazer,terrestrial,Crocuta ultra,Eurygnathohippus hasumense,0.368
pursuit,98,321.7111712,grazer,terrestrial,Crocuta ultra,Kolpochoerus limnetes,0.368
pursuit,98,342.4805,grazer,semi.aquatic,Crocuta ultra,aff.Hippopotamus aethiopicus,0.586
pursuit,98,3455.726179,browser,terrestrial,Crocuta ultra,Deinotherium bozasi,0.4
pursuit,98,346.148887,browser,terrestrial,Crocuta ultra,Giraffa jumae,0.154
pursuit,98,355.0173762,grazer,terrestrial,Crocuta ultra,Pelorovis oldowayensis,0.438
pursuit,98,36.86083147,mixed feeder,terrestrial,Crocuta ultra,Antidorcas recki,0.25
pursuit,98,378.8974598,grazer,terrestrial,Crocuta ultra,Equus koobiforensis,0.438
pursuit,98,39.22960369,mixed feeder,terrestrial,Crocuta ultra,Gazella janenschi,0.25
pursuit,98,39.87369,mixed feeder,terrestrial,Crocuta ultra,Gazella praethomsoni,0.252
pursuit,98,41.54340301,mixed feeder,terrestrial,Crocuta ultra,Theropithecus brumpti,0.252
pursuit,98,46.62301909,grazer,terrestrial,Crocuta ultra,Redunca sp.,0.356
pursuit,98,538.231286,grazer,terrestrial,Crocuta ultra,Metridiochoerus hopwoodi,0.464
pursuit,98,54.88472739,grazer,terrestrial,Crocuta ultra,Theropithecus oswaldi,0.282
pursuit,98,56.21818506,grazer,terrestrial,Crocuta ultra,Kobus leche,0.278
pursuit,98,567.031,grazer,terrestrial,Crocuta ultra,Notochoerus euilus/scotti,0.464
pursuit,98,57.88258579,grazer,terrestrial,Crocuta ultra,Kobus kob,0.276
pursuit,98,59.62460828,mixed feeder,terrestrial,Crocuta ultra,Aepyceros melampus,0.138
pursuit,98,6.896869945,browser,arboreal,Crocuta ultra,Colobus freedmani,0
pursuit,98,600.9485317,grazer,terrestrial,Crocuta ultra,Metridiochoerus andrewsi,0.464
pursuit,98,695.3814794,mixed feeder,terrestrial,Crocuta ultra,Sivatherium maurusium,0.404
pursuit,98,705.7447,grazer,semi.aquatic,Crocuta ultra,aff.Hippopotamus karumensis,0.616
pursuit,98,7178.612708,mixed feeder,terrestrial,Crocuta ultra,Loxodonta adaurora,0.474
pursuit,98,742.9456,mixed feeder,terrestrial,Crocuta ultra,Ceratotherium mauritanicum/simum,0.406
pursuit,98,86.71985908,grazer,terrestrial,Crocuta ultra,Kobus sigmoidalis,0.358
pursuit,98,89.7214,grazer,terrestrial,Crocuta ultra,Damaliscus eppsi,0.348
pursuit,98,92.67248,grazer,terrestrial,Crocuta ultra,Beatragus antiquus,0.348
pursuit,98,925.279333,browser,terrestrial,Crocuta ultra,Diceros bicornis,0.402
pursuit,98,9320.381943,grazer,terrestrial,Crocuta ultra,Elephas recki,0.54
pursuit,98,96.38324658,grazer,terrestrial,Crocuta ultra,Menelikia lyrocera,0.348
pursuit,98,970.8538527,grazer,semi.aquatic,Crocuta ultra,Hippopotamus gorgops,0.68
